PurchaseDate,ProductID,ProductName,Category,Price,QuantitySold,Promotion,Discount,Rating,CustomerAge,CustomerGender,CustomerLocation
2022-02-02,1033,Air Purifier,Electronics,446.0,87,Yes,16,3.0,38,Male,Russia
2022-02-03,1034,Sweater,Sports,221.0,54,Yes,8,0.0,46,Female,Australia
2022-02-04,1035,Hoodie,Electronics,388.0,63,Yes,5,4.0,23,Female,United Kingdom
2022-02-05,1036,Facial Cleanser,Clothing,414.0,74,Yes,42,0.0,54,Female,Russia
2022-02-06,1037,Eyeshadow Palette,Beauty,380.0,-6,Yes,24,4.0,18,Female,India
2022-02-07,1038,Tablet,Home & Garden,178.0,-9,Yes,38,5.0,18,Male,United States
2022-02-08,1039,Tennis Racket,Sports,393.0,11,No,48,5.0,44,Male,Japan
2022-02-09,1040,TV,Beauty,359.0,46,No,27,1.0,38,Female,Mexico
2022-02-10,1041,Sofa,Home & Garden,138.0,55,Yes,32,5.0,33,Female,India
2022-02-11,1042,Printer,Home & Garden,262.0,63,Yes,36,5.0,61,Male,France
2022-02-12,1043,Badminton Set,Electronics,192.0,87,No,8,2.0,57,Male,Spain
2022-02-13,1044,Shorts,Clothing,114.0,5,Yes,17,1.0,43,Male,Spain
2022-02-14,1045,Headphones,Clothing,125.0,40,Yes,20,4.0,33,Male,Australia
2022-02-15,1046,Microwave,Beauty,248.0,28,No,1,2.0,45,Male,United Kingdom
2022-02-16,1047,Shoes,Clothing,192.0,75,Yes,42,5.0,18,Female,South Africa
2022-02-17,1048,Nail Polish,Sports,454.0,65,Yes,37,3.0,53,Female,South Africa
2022-02-18,1049,Printer,Clothing,452.0,77,No,39,0.0,27,Female,Mexico
2022-02-19,1050,Coffee Maker,Beauty,365.0,29,Yes,35,4.0,60,Female,Russia
2022-02-20,1051,Laptop,Clothing,142.0,27,Yes,49,2.0,34,Male,France
2022-02-21,1052,Socks,Sports,466.0,49,No,42,2.0,40,Female,China
2022-02-22,1053,Air Purifier,Electronics,354.0,48,Yes,36,4.0,24,Male,United States
2022-02-23,1054,Facial Cleanser,Beauty,273.0,-1,No,14,5.0,61,Male,Japan
2022-02-24,1055,TV,Electronics,340.0,88,Yes,27,5.0,24,Male,China
2022-02-25,1056,Eyeshadow Palette,Electronics,477.0,53,Yes,17,3.0,61,Male,Russia
2022-02-26,1057,Gaming Console,Electronics,151.0,52,No,33,3.0,32,Male,United Kingdom
2022-02-27,1058,Facial Cleanser,Home & Garden,316.0,38,No,21,1.0,51,Male,United States
2022-02-28,1059,Basketball,Home & Garden,404.0,53,Yes,10,4.0,63,Male,France
2022-03-01,1060,Shoes,Electronics,159.0,21,No,12,1.0,62,Female,Australia
2022-03-02,1061,Skirt,Beauty,379.0,-4,No,3,4.0,21,Male,Australia
2022-03-03,1062,Football,Sports,499.0,10,Yes,21,4.0,31,Female,Brazil
2022-03-04,1063,Nail Polish,Sports,479.0,9,Yes,6,0.0,31,Female,Australia
2022-03-05,1064,Skateboard,Clothing,314.0,15,Yes,42,3.0,33,Male,Canada
2022-03-06,1065,Headphones,Beauty,52.0,57,No,23,3.0,24,Male,Italy
2022-03-07,1066,Laptop,Home & Garden,134.0,99,No,3,4.0,49,Female,Australia
2022-03-08,1067,Camera,Electronics,331.0,75,No,27,4.0,36,Female,Italy
2022-03-09,1068,Foundation,Clothing,377.0,4,No,14,3.0,19,Female,Canada
2022-03-10,1069,Headphones,Sports,353.0,93,Yes,0,0.0,27,Female,Mexico
2022-03-11,1070,Curtains,Home & Garden,499.0,74,No,2,5.0,34,Male,Italy
2022-03-12,1071,Shorts,Home & Garden,461.0,68,Yes,13,3.0,54,Male,Germany
2022-03-13,1072,Coffee Maker,Electronics,166.0,75,No,37,3.0,29,Male,Canada
2022-03-14,1073,Eyeshadow Palette,Sports,270.0,81,Yes,49,4.0,23,Female,United States
2022-03-15,1074,Exercise Bike,Beauty,203.0,3,Yes,0,5.0,39,Male,China
2022-03-16,1075,Wireless Earbuds,Home & Garden,202.0,16,Yes,37,1.0,49,Female,United States
2022-03-17,1076,Football,Electronics,61.0,94,No,37,4.0,58,Male,China
2022-03-18,1077,Shoes,Beauty,182.0,29,Yes,20,4.0,37,Female,Brazil
2022-03-19,1078,Treadmill,Sports,353.0,47,Yes,47,3.0,18,Male,Germany
2022-03-20,1079,Moisturizer,Home & Garden,342.0,17,No,28,4.0,64,Male,China
2022-03-21,1080,Hoodie,Beauty,349.0,15,Yes,4,0.0,23,Female,China
2022-03-22,1081,Gaming Console,Beauty,277.0,52,No,48,1.0,36,Female,United Kingdom
2022-03-23,1082,Shoes,Beauty,320.0,55,No,9,3.0,35,Female,India
2022-03-24,1083,Dining Table,Home & Garden,92.0,14,Yes,27,4.0,23,Female,India
2022-03-25,1084,Skateboard,Home & Garden,481.0,-8,Yes,20,5.0,62,Female,United Kingdom
2022-03-26,1085,Sofa,Clothing,392.0,61,No,49,0.0,50,Male,Australia
2022-03-27,1086,Sweater,Sports,375.0,33,Yes,6,4.0,40,Female,Italy
2022-03-28,1087,Blush,Electronics,351.0,86,No,2,5.0,40,Male,United Kingdom
2022-03-29,1088,Shorts,Beauty,413.0,31,No,44,4.0,43,Male,South Africa
2022-03-30,1089,Facial Cleanser,Clothing,428.0,88,No,46,4.0,30,Male,China
2022-03-31,1090,Refrigerator,Electronics,476.0,-5,Yes,19,3.0,24,Male,China
2022-04-01,1091,Coffee Maker,Clothing,70.0,28,No,18,3.0,32,Male,United Kingdom
2022-04-02,1092,Microwave,Home & Garden,456.0,41,Yes,34,3.0,61,Female,United Kingdom
2022-04-03,1093,Blush,Beauty,219.0,12,Yes,3,4.0,44,Female,South Africa
2022-04-04,1094,Lipstick,Electronics,385.0,78,Yes,4,1.0,43,Male,Spain
2022-04-05,1095,Curtains,Electronics,352.0,39,Yes,0,0.0,50,Male,Australia
2022-04-06,1096,Hoodie,Electronics,166.0,32,No,3,2.0,32,Female,United States
2022-04-07,1097,Blush,Electronics,173.0,8,Yes,11,0.0,53,Female,Germany
2022-04-08,1098,Smartphone,Electronics,448.0,58,No,26,0.0,62,Male,France
2022-04-09,1099,Microwave,Clothing,330.0,40,No,41,5.0,44,Female,Italy
2022-04-10,1100,TV,Beauty,341.0,0,Yes,22,1.0,22,Female,China
2022-04-11,1101,Printer,Home & Garden,252.0,1,No,24,3.0,19,Female,Mexico
2022-04-12,1102,Refrigerator,Home & Garden,100.0,63,No,20,0.0,50,Male,Germany
2022-04-13,1103,Smartphone,Home & Garden,320.0,-3,Yes,23,3.0,33,Female,United Kingdom
2022-04-14,1104,Eyeshadow Palette,Home & Garden,373.0,13,No,24,3.0,40,Male,South Africa
2022-04-15,1105,Gaming Console,Clothing,326.0,81,No,44,5.0,55,Male,Australia
2022-04-16,1106,Refrigerator,Sports,190.0,30,No,45,1.0,33,Male,Canada
2022-04-17,1107,T-Shirt,Beauty,324.0,25,No,31,4.0,31,Male,Mexico
2022-04-18,1108,Skirt,Electronics,339.0,90,Yes,31,3.0,46,Male,Australia
2022-04-19,1109,Gaming Console,Sports,383.0,74,No,4,3.0,43,Female,Japan
2022-04-20,1110,Basketball,Home & Garden,430.0,61,No,35,3.0,52,Male,Japan
2022-04-21,1111,Basketball,Sports,422.0,44,No,45,1.0,32,Male,Germany
2022-04-22,1112,Yoga Mat,Beauty,101.0,-2,No,41,3.0,20,Male,India
2022-04-23,1113,Smartwatch,Electronics,76.0,36,Yes,48,1.0,40,Female,Japan
2022-04-24,1114,Foundation,Electronics,206.0,4,No,41,5.0,46,Female,Japan
2022-04-25,1115,Badminton Set,Beauty,288.0,37,Yes,38,3.0,51,Female,United States
2022-04-26,1116,Lipstick,Beauty,205.0,99,No,15,4.0,50,Female,Canada
2022-04-27,1117,Air Purifier,Home & Garden,340.0,93,Yes,32,5.0,58,Female,South Africa
2022-04-28,1118,TV,Electronics,185.0,71,Yes,48,4.0,58,Female,United States
2022-04-29,1119,Printer,Sports,193.0,31,Yes,20,1.0,40,Female,Canada
2022-04-30,1120,Gaming Console,Clothing,155.0,49,Yes,8,0.0,24,Male,South Africa
2022-05-01,1121,Jeans,Clothing,469.0,73,Yes,5,3.0,20,Male,Italy
2022-05-02,1122,Exercise Bike,Beauty,207.0,59,No,44,2.0,49,Female,Italy
2022-05-03,1123,Yoga Mat,Home & Garden,195.0,1,No,34,5.0,48,Male,Brazil
2022-05-04,1124,Moisturizer,Clothing,51.0,-9,No,38,4.0,35,Male,France
2022-05-05,1125,Dining Table,Electronics,482.0,-4,Yes,21,4.0,60,Female,China
2022-05-06,1126,Refrigerator,Beauty,126.0,69,No,40,3.0,24,Male,Spain
2022-05-07,1127,Tennis Racket,Sports,270.0,-8,Yes,4,4.0,58,Male,Spain
2022-05-08,1128,Basketball,Beauty,139.0,98,Yes,41,3.0,18,Female,Japan
2022-05-09,1129,Eyeshadow Palette,Sports,394.0,-8,No,22,0.0,31,Male,Mexico
2022-05-10,1130,Skateboard,Beauty,399.0,16,No,16,3.0,49,Female,South Africa
2022-05-11,1131,Bed,Beauty,312.0,96,Yes,11,5.0,23,Female,China
2022-05-12,1132,Vacuum Cleaner,Beauty,400.0,29,Yes,22,4.0,56,Male,Japan
2022-05-13,1133,Basketball,Sports,286.0,91,No,15,5.0,27,Male,United States
2022-05-14,1134,Smartphone,Sports,123.0,22,No,2,5.0,24,Male,France
2022-05-15,1135,Basketball,Beauty,88.0,81,No,29,0.0,43,Female,United States
2022-05-16,1136,Tennis Racket,Clothing,446.0,-10,No,21,3.0,51,Female,Italy
2022-05-17,1137,Facial Cleanser,Home & Garden,208.0,-3,Yes,8,3.0,47,Female,South Africa
2022-05-18,1138,Shoes,Home & Garden,120.0,90,No,28,3.0,53,Male,Russia
2022-05-19,1139,Tablet,Home & Garden,496.0,21,No,46,5.0,38,Male,United States
2022-05-20,1140,Smartphone,Sports,361.0,37,No,36,5.0,34,Female,Mexico
2022-05-21,1141,Smartwatch,Sports,290.0,96,Yes,22,4.0,50,Male,Canada
2022-05-22,1142,Coffee Maker,Clothing,475.0,90,Yes,12,2.0,27,Male,India
2022-05-23,1143,Shoes,Home & Garden,494.0,-7,Yes,31,3.0,64,Female,Mexico
2022-05-24,1144,Badminton Set,Home & Garden,347.0,83,Yes,45,4.0,59,Female,Australia
2022-05-25,1145,Vacuum Cleaner,Beauty,489.0,59,No,46,4.0,29,Male,Germany
2022-05-26,1146,Printer,Sports,85.0,99,Yes,47,5.0,33,Female,China
2022-05-27,1147,Hoodie,Home & Garden,133.0,8,No,22,0.0,58,Male,Brazil
2022-05-28,1148,Hoodie,Clothing,423.0,21,No,44,2.0,49,Female,Japan
2022-05-29,1149,Coffee Maker,Clothing,312.0,-2,No,16,4.0,32,Female,United States
2022-05-30,1150,Foundation,Home & Garden,359.0,1,No,39,4.0,44,Female,India
2022-05-31,1151,Dress,Sports,434.0,0,Yes,20,3.0,45,Male,United States
2022-06-01,1152,Dumbbells,Clothing,221.0,35,Yes,1,2.0,34,Male,France
2022-06-02,1153,Badminton Set,Beauty,425.0,5,Yes,36,1.0,63,Female,Canada
2022-06-03,1154,Hair Dryer,Clothing,222.0,-10,No,5,5.0,19,Female,Brazil
2022-06-04,1155,Dumbbells,Electronics,411.0,52,No,43,4.0,53,Female,Australia
2022-06-05,1156,Headphones,Electronics,96.0,98,No,17,4.0,24,Male,South Africa
2022-06-06,1157,Rug,Sports,428.0,10,No,29,0.0,30,Female,France
2022-06-07,1158,Tennis Racket,Home & Garden,190.0,19,No,21,5.0,32,Female,United Kingdom
2022-06-08,1159,Dining Table,Sports,424.0,2,Yes,32,2.0,42,Female,Brazil
2022-06-09,1160,Badminton Set,Sports,455.0,23,No,29,4.0,40,Female,United States
2022-06-10,1161,Blush,Sports,167.0,-7,Yes,16,4.0,39,Male,Italy
2022-06-11,1162,Hoodie,Sports,326.0,17,No,42,5.0,43,Male,France
2022-06-12,1163,Mascara,Beauty,263.0,91,No,31,5.0,50,Female,Australia
2022-06-13,1164,Curtains,Beauty,269.0,84,Yes,41,4.0,28,Male,Spain
2022-06-14,1165,Football,Clothing,442.0,48,Yes,13,3.0,27,Male,Mexico
2022-06-15,1166,Dress,Electronics,75.0,16,No,9,5.0,42,Male,India
2022-06-16,1167,Dumbbells,Sports,58.0,58,No,46,1.0,54,Female,India
2022-06-17,1168,TV,Clothing,320.0,14,No,35,2.0,60,Male,China
2022-06-18,1169,Bed,Electronics,59.0,-8,No,33,3.0,55,Male,Australia
2022-06-19,1170,Air Purifier,Home & Garden,427.0,86,Yes,8,1.0,58,Male,India
2022-06-20,1171,Laptop,Beauty,170.0,57,No,41,3.0,62,Female,France
2022-06-21,1172,Foundation,Electronics,174.0,14,Yes,27,5.0,41,Female,China
2022-06-22,1173,Blush,Home & Garden,219.0,9,No,10,0.0,57,Male,Russia
2022-06-23,1174,Camera,Electronics,121.0,23,Yes,13,0.0,63,Male,India
2022-06-24,1175,Air Purifier,Beauty,201.0,15,Yes,38,3.0,50,Female,Brazil
2022-06-25,1176,Air Purifier,Beauty,257.0,-6,No,46,3.0,34,Female,Spain
2022-06-26,1177,Eyeshadow Palette,Clothing,98.0,88,Yes,18,3.0,41,Male,Italy
2022-06-27,1178,Eyeshadow Palette,Sports,203.0,50,No,14,1.0,54,Male,Canada
2022-06-28,1179,Socks,Electronics,396.0,81,Yes,27,0.0,19,Female,Spain
2022-06-29,1180,Rug,Electronics,342.0,82,No,23,0.0,49,Female,United Kingdom
2022-06-30,1181,T-Shirt,Home & Garden,117.0,-2,Yes,7,4.0,41,Male,Australia
2022-07-01,1182,Air Purifier,Beauty,99.0,91,No,42,1.0,26,Female,France
2022-07-02,1183,Microwave,Electronics,201.0,39,No,8,5.0,21,Male,Japan
2022-07-03,1184,Badminton Set,Beauty,68.0,-5,Yes,46,5.0,34,Male,Italy
2022-07-04,1185,Yoga Mat,Electronics,149.0,72,Yes,32,0.0,34,Male,United States
2022-07-05,1186,Smartphone,Clothing,109.0,49,Yes,32,5.0,47,Female,France
2022-07-06,1187,Vacuum Cleaner,Sports,216.0,33,Yes,18,3.0,57,Male,Spain
2022-07-07,1188,Dress,Electronics,251.0,0,No,2,3.0,28,Male,Spain
2022-07-08,1189,Lipstick,Beauty,394.0,55,Yes,9,4.0,38,Female,India
2022-07-09,1190,Tablet,Clothing,195.0,36,No,39,3.0,38,Female,France
2022-07-10,1191,Badminton Set,Electronics,452.0,97,Yes,46,4.0,35,Male,Japan
2022-07-11,1192,Camera,Home & Garden,213.0,97,No,41,1.0,46,Male,United States
2022-07-12,1193,Gaming Console,Sports,488.0,62,No,0,1.0,41,Female,China
2022-07-13,1194,Vacuum Cleaner,Electronics,291.0,74,No,28,4.0,27,Female,India
2022-07-14,1195,Printer,Clothing,118.0,77,No,49,4.0,62,Female,Italy
2022-07-15,1196,Tennis Racket,Home & Garden,224.0,87,Yes,33,5.0,34,Male,Germany
2022-07-16,1197,Yoga Mat,Clothing,98.0,75,Yes,12,0.0,35,Male,India
2022-07-17,1198,Foundation,Clothing,157.0,-8,No,0,4.0,59,Male,United Kingdom
2022-07-18,1199,Eyeshadow Palette,Home & Garden,275.0,65,Yes,33,2.0,37,Female,Russia
2022-07-19,1200,Refrigerator,Clothing,210.0,81,Yes,28,1.0,54,Male,Germany
2022-07-20,1201,Hoodie,Home & Garden,168.0,19,No,47,4.0,62,Female,United Kingdom
2022-07-21,1202,Dumbbells,Electronics,198.0,79,Yes,46,2.0,35,Male,Japan
2022-07-22,1203,Dumbbells,Home & Garden,199.0,10,Yes,12,3.0,34,Female,Australia
2022-07-23,1204,Refrigerator,Home & Garden,481.0,17,Yes,47,0.0,26,Male,United States
2022-07-24,1205,Lipstick,Sports,342.0,79,No,48,3.0,31,Male,Canada
2022-07-25,1206,Hair Dryer,Home & Garden,192.0,51,Yes,28,1.0,46,Female,China
2022-07-26,1207,Hair Dryer,Home & Garden,468.0,22,No,38,1.0,48,Female,Canada
2022-07-27,1208,Jeans,Electronics,209.0,74,Yes,23,2.0,21,Male,Brazil
2022-07-28,1209,Badminton Set,Sports,60.0,24,Yes,25,1.0,35,Female,Brazil
2022-07-29,1210,Laptop,Beauty,187.0,41,Yes,16,4.0,37,Female,Japan
2022-07-30,1211,Tablet,Electronics,127.0,23,No,6,3.0,64,Male,Australia
2022-07-31,1212,Hair Dryer,Electronics,126.0,30,No,12,3.0,60,Female,Russia
2022-08-01,1213,Tennis Racket,Beauty,490.0,40,Yes,4,3.0,61,Male,Russia
2022-08-02,1214,Hair Dryer,Home & Garden,303.0,36,No,25,4.0,26,Male,Brazil
2022-08-03,1215,Skirt,Clothing,458.0,71,Yes,48,5.0,30,Female,Italy
2022-08-04,1216,Hair Dryer,Sports,307.0,47,No,2,5.0,32,Female,Italy
2022-08-05,1217,Laptop,Clothing,369.0,64,No,6,5.0,44,Male,Spain
2022-08-06,1218,Laptop,Beauty,340.0,46,Yes,48,4.0,32,Male,Mexico
2022-08-07,1219,Air Purifier,Electronics,312.0,12,Yes,38,4.0,45,Male,India
2022-08-08,1220,Dining Table,Electronics,134.0,37,Yes,0,4.0,54,Male,France
2022-08-09,1221,Tennis Racket,Sports,195.0,11,Yes,48,3.0,36,Male,United Kingdom
2022-08-10,1222,Dumbbells,Electronics,372.0,6,No,16,0.0,43,Male,Brazil
2022-08-11,1223,Yoga Mat,Electronics,91.0,58,No,42,3.0,43,Female,Japan
2022-08-12,1224,Smartphone,Sports,423.0,97,No,24,0.0,42,Female,Spain
2022-08-13,1225,Jacket,Sports,174.0,0,Yes,2,4.0,43,Female,South Africa
2022-08-14,1226,Laptop,Beauty,216.0,83,Yes,14,5.0,43,Male,United Kingdom
2022-08-15,1227,Eyeshadow Palette,Electronics,474.0,4,No,28,0.0,63,Female,India
2022-08-16,1228,Coffee Maker,Electronics,290.0,80,Yes,42,4.0,45,Male,Australia
2022-08-17,1229,Dumbbells,Beauty,329.0,24,No,31,2.0,35,Male,United States
2022-08-18,1230,Camera,Home & Garden,237.0,22,No,25,2.0,49,Female,Russia
2022-08-19,1231,Dumbbells,Home & Garden,351.0,73,No,15,5.0,20,Male,Canada
2022-08-20,1232,Headphones,Home & Garden,68.0,5,No,24,4.0,19,Male,India
2022-08-21,1233,T-Shirt,Beauty,117.0,23,No,27,3.0,50,Male,China
2022-08-22,1234,Skirt,Electronics,287.5,55,Yes,8,5.0,59,Male,Germany
2022-08-23,1235,Golf Clubs,Beauty,151.0,88,Yes,0,3.0,36,Male,Japan
2022-08-24,1236,Refrigerator,Beauty,91.0,29,Yes,28,0.0,34,Male,Russia
2022-08-25,1237,Smartwatch,Home & Garden,337.0,17,No,21,0.0,61,Female,Canada
2022-08-26,1238,Exercise Bike,Clothing,216.0,36,No,15,3.0,50,Male,China
2022-08-27,1239,Camera,Electronics,158.0,28,No,40,3.0,29,Male,United States
2022-08-28,1240,Bed,Home & Garden,85.0,59,No,43,2.0,20,Male,China
2022-08-29,1241,T-Shirt,Clothing,281.0,62,Yes,40,2.0,60,Male,South Africa
2022-08-30,1242,Moisturizer,Clothing,278.0,9,Yes,6,4.0,43,Female,Australia
2022-08-31,1243,Sweater,Sports,402.0,-10,No,13,5.0,52,Female,Italy
2022-09-01,1244,Yoga Mat,Electronics,213.0,61,No,28,5.0,25,Male,Germany
2022-09-02,1245,Printer,Clothing,436.0,76,No,18,2.0,53,Male,United Kingdom
2022-09-03,1246,Camera,Home & Garden,122.0,52,Yes,18,4.0,24,Male,Canada
2022-09-04,1247,Sweater,Sports,185.0,56,Yes,1,2.0,63,Female,Germany
2022-09-05,1248,Curtains,Electronics,402.0,-7,Yes,40,1.0,63,Female,France
2022-09-06,1249,Tablet,Beauty,428.0,47,No,44,4.0,53,Female,India
2022-09-07,1250,Socks,Home & Garden,119.0,14,No,14,0.0,33,Female,France
2022-09-08,1251,Football,Clothing,474.0,36,Yes,2,1.0,41,Male,India
2022-09-09,1252,Jacket,Clothing,245.0,27,No,10,1.0,18,Female,Australia
2022-09-10,1253,Coffee Maker,Home & Garden,318.0,4,Yes,45,0.0,42,Female,Germany
2022-09-11,1254,Tablet,Clothing,98.0,52,No,29,1.0,27,Male,Italy
2022-09-12,1255,Jacket,Sports,365.0,10,Yes,39,4.0,33,Male,United States
2022-09-13,1256,Socks,Electronics,179.0,88,No,17,4.0,33,Female,Mexico
2022-09-14,1257,Dumbbells,Sports,493.0,46,Yes,47,2.0,25,Female,Mexico
2022-09-15,1258,TV,Clothing,54.0,42,Yes,1,2.0,46,Female,Italy
2022-09-16,1259,Lipstick,Beauty,477.0,35,Yes,31,3.0,56,Female,Brazil
2022-09-17,1260,Yoga Mat,Electronics,76.0,3,Yes,7,5.0,45,Male,China
2022-09-18,1261,Skateboard,Electronics,209.0,89,Yes,21,4.0,23,Male,Spain
2022-09-19,1262,Badminton Set,Home & Garden,198.0,65,Yes,5,4.0,33,Female,Brazil
2022-09-20,1263,Shorts,Home & Garden,313.0,6,No,11,0.0,37,Female,Germany
2022-09-21,1264,Skateboard,Beauty,279.0,28,No,46,5.0,33,Female,France
2022-09-22,1265,Smartphone,Electronics,249.0,-2,No,39,4.0,24,Female,Spain
2022-09-23,1266,T-Shirt,Beauty,99.0,88,Yes,35,4.0,58,Female,Mexico
2022-09-24,1267,Air Purifier,Home & Garden,116.0,66,Yes,14,4.0,31,Male,Brazil
2022-09-25,1268,Microwave,Home & Garden,349.0,68,No,27,4.0,60,Male,Mexico
2022-09-26,1269,Nail Polish,Electronics,430.0,71,Yes,48,4.0,43,Male,Japan
2022-09-27,1270,Dining Table,Sports,107.0,86,Yes,44,4.0,43,Female,Russia
2022-09-28,1271,Treadmill,Clothing,308.0,-5,Yes,17,1.0,31,Female,Mexico
2022-09-29,1272,Rug,Home & Garden,391.0,80,Yes,1,4.0,24,Male,Italy
2022-09-30,1273,Foundation,Home & Garden,375.0,12,Yes,12,3.0,50,Male,Brazil
2022-10-01,1274,Basketball,Sports,179.0,48,No,44,2.0,43,Female,India
2022-10-02,1275,TV,Sports,264.0,80,No,14,1.0,62,Male,Spain
2022-10-03,1276,Sweater,Beauty,221.0,87,No,19,4.0,37,Female,Japan
2022-10-04,1277,Coffee Maker,Beauty,307.0,35,No,28,4.0,20,Female,Canada
2022-10-05,1278,Moisturizer,Clothing,151.0,27,No,41,3.0,21,Male,Brazil
2022-10-06,1279,Hair Dryer,Clothing,258.0,3,Yes,28,4.0,43,Male,Japan
2022-10-07,1280,Laptop,Electronics,178.5,89,Yes,2,0.0,28,Male,Italy
2022-10-08,1281,Smartphone,Beauty,403.0,61,Yes,18,2.0,19,Female,Mexico
2022-10-09,1282,Moisturizer,Home & Garden,335.0,51,Yes,2,4.0,31,Female,Germany
2022-10-10,1283,Jeans,Beauty,165.0,24,No,13,5.0,61,Male,Russia
2022-10-11,1284,Smartwatch,Home & Garden,313.0,8,No,39,5.0,47,Female,China
2022-10-12,1285,Tennis Racket,Sports,199.0,19,No,3,4.0,29,Female,Russia
2022-10-13,1286,Dumbbells,Beauty,349.0,67,Yes,10,4.0,43,Female,Canada
2022-10-14,1287,Printer,Sports,491.0,73,No,30,1.0,61,Male,United States
2022-10-15,1288,Lipstick,Clothing,85.0,14,Yes,42,3.0,50,Female,Spain
2022-10-16,1289,Basketball,Clothing,382.0,29,No,31,1.0,30,Male,United States
2022-10-17,1290,Jacket,Electronics,336.0,77,No,26,0.0,31,Male,Australia
2022-10-18,1291,Moisturizer,Beauty,352.0,3,Yes,29,2.0,41,Female,Brazil
2022-10-19,1292,Sweater,Sports,360.0,15,Yes,42,2.0,51,Male,China
2022-10-20,1293,Tablet,Home & Garden,257.0,91,No,1,5.0,61,Female,South Africa
2022-10-21,1294,Socks,Clothing,155.0,76,No,48,0.0,43,Male,United Kingdom
2022-10-22,1295,Refrigerator,Clothing,495.0,11,Yes,8,5.0,38,Male,Japan
2022-10-23,1296,Yoga Mat,Home & Garden,207.0,37,No,27,0.0,45,Female,Canada
2022-10-24,1297,Refrigerator,Sports,170.0,72,No,30,1.0,53,Male,Germany
2022-10-25,1298,T-Shirt,Sports,104.0,99,Yes,33,3.0,57,Male,Brazil
2022-10-26,1299,Hair Dryer,Beauty,449.0,40,No,14,2.0,19,Male,Germany
2022-10-27,1300,Gaming Console,Beauty,61.0,-8,Yes,47,1.0,59,Female,United Kingdom
2022-10-28,1301,Football,Electronics,194.0,31,No,24,4.0,26,Female,Spain
2022-10-29,1302,Golf Clubs,Clothing,449.0,8,Yes,35,0.0,40,Male,Australia
2022-10-30,1303,Skateboard,Beauty,445.0,62,No,7,3.0,32,Male,South Africa
2022-10-31,1304,Socks,Sports,185.0,17,Yes,8,4.0,30,Male,United Kingdom
2022-11-01,1305,Basketball,Home & Garden,52.0,73,No,36,4.0,40,Female,Russia
